SrNo,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
28979,Area-3 (070607202),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
29005,SPUHC New Mustafabad,"Property No. 201/4,",gali no 4,,"25ft Road, New Mustafabad",110094,,28.7079,77.2674,0,Dispensaries,Delhi,North-East,Yamuna Vihar,\N
29052,DGD Pandwalan Kalan,Delhi Govt. Dispensary,,Near Sr Secondry Govt. School,Pandwala Kalan,110043,28013068,28.572464,76.954338,0,Dispensaries,Delhi,South-West,Kapashera,\N
29141,MCW Shahpur Jat,"Govt boys primary school,opp BSES",",malviyanagar, New Delhi-17",",malviyanagar, New Delhi-17",13,110017,,28.53671,77.214003,0,M&CW Center,Delhi,South,Hauz Khas,\N
29165,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
29222,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
29244,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
29292,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
29461,Area-10,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
29590,Area-C (070600503),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
29671,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
29694,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
29732,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
29878,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
29914,MCW Kailash Nagar,First floor,"Pandit,. Deen dayal upadhayay Ayurvedic Chikitsalaya",Opp. Mty. Home geeta Colony,Gandhi Nagar,110031,,28.6554,77.2694,0,M&CW Center,Delhi,East,Gandhi Nagar,\N
29989,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
29999,DGD Karkardooma Village,Opp. Saini Enclave LSC,,,karkardooma,110092,22371280,28.6515,77.303889,0,Dispensaries,Delhi,Shahdara,Vivek Vihar,\N
30109,Area-10,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
30113,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
30116,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
30118,Area-8 (070607707),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
30170,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
30277,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
30325,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
30350,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
30389,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
30411,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
30509,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
30590,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
30606,Area-3 (070607402),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
30653,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
30760,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
30829,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
30965,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
31003,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
31022,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
31044,Maternity Home Mundka to be deleted,,,,,,,0,0,0,Maternity Home,Delhi,West,Punjabi Bagh,\N
31126,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
31180,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
31224,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
31225,DGD Rajokari,,,Near Tower & Community Centre,Rajokari,110038,011-25063937,28.51310351,77.10684278,0,Dispensaries,Delhi,New Delhi,Vasant Vihar,\N
31348,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
31363,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
31403,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
31480,Area-7,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
31579,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
31603,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
31789,Area-7,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
31798,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
31868,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
32065,Area-6 (070607106),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
32390,MCW Madanpur Khadar,"opposite vetrnary hospital,","village Madanpur Khadar,",,badarpur,110076,,28.704059,77.10249,0,M&CW Center,Delhi,South East,Sarita Vihar,\N
32497,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
32543,MCW Budh Vihar,Phase-1,Budh Vihar,Near MCD Primary School,Budh Vihar,110086,27531716,28.70741,77.09107,0,M&CW Center,Delhi,North West,Rohini,\N
32549,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
32571,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
32691,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
32778,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
32807,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
32809,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
32935,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
33060,DGD Mayur Vihar Phase 1,"436A, 437A&B, MIG flats",MAYUR VIHAR PHASE-1,Pocket-2,Mayur Vihar Phase 1,110091,011-22752593,28.6077,77.3012,0,Dispensaries,Delhi,East,Mayur Vihar,\N
33100,Area-2 (070601702),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
33274,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
33290,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
33332,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
33353,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
33428,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
33451,Area-16,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
33459,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
33475,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
33483,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
33560,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
33684,Area-5 (070601003),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
33754,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
33819,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
33867,Area-2 (070606804),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
33889,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
33895,DGD RegarPura,"100 Quarters, Jagjeewan Niwas",Community Center,New Delhi,Karol Bagh,110005,011-25860557,28.64868129,77.18608605,0,Dispensaries,Delhi,Central,Karol Bagh,\N
33951,DGD Prashant Vihar,"B-Block,",Sector-14,Near Aggarwal Dharamshala,Rohini,110085,27562092,28.712009,77.132019,0,Dispensaries,Delhi,North West,Saraswati Vihar,\N
33985,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
34027,Area-4,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
34096,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
34127,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
34171,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
34185,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
34216,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
34315,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
34360,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
34364,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
34474,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
34575,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
34584,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
34614,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
34648,Area-11,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
34667,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
34706,Area-12,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
34723,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
34809,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
34813,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
34848,MH Vishnu Garden,Mty Vishnu Gardan,S Block,,Vishnu garden,110018,25989021,28.6512,77.1021,0,Maternity Home,Delhi,West,Patel Nagar,\N
34887,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
35252,MCW Yamuna Vihar 1,,,,,,,0,0,0,M&CW Center,Delhi,North-East,Yamuna Vihar,\N
35308,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
35320,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
35339,SPUHC Swaroop Nagar,Swaroop Nagar,Swaroop Nagar,,Swaroop Nagar,110042,27812075,28.7541,77.1516,0,Dispensaries,Delhi,North,Narela,\N
35399,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
35415,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
35440,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
35780,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
35876,Area-7,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
35879,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
35945,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
35957,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
36080,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
36082,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
36149,MH Rani Bagh,,"Sant Nagar Road, Shakurbasti",Near NDPL Office,,110034,27022763,28.6873,77.13363,0,M&CW Center,Delhi,North West,Saraswati Vihar,\N
36157,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
36163,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
36287,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
36431,Area-6,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
36580,Area-3 (070604903),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
36642,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
36719,Area-2 (070607204),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
36758,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
36867,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
36890,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
36926,Area-2 (070601401),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
36935,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
36945,PHC Palam,Primary health Centre Palam,,Under Dwarka Fly Over,,110045,,28.591232,77.081821,0,Dispensaries,Delhi,South-West,Najafgarh,\N
37011,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
37128,Area-10,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
37140,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
37147,Area-1 (070607101),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
37169,DGD Sec 12 Dwarka,Delhi Govt. Dispensary,Sec 12,,Dwarka,110075,28033844,28.593958,77.044191,0,Dispensaries,Delhi,South-West,Dwarka,\N
37207,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
37233,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
37274,DGD Dakshinpuri,"Main Road, Dakshinpuri, Opp. Kali Building,  Dakshinpuri New-Delhi.110062","Main Road, Dakshinpuri, Opp. Kali Building,  Dakshinpuri New-Delhi.110062","Main Road, Dakshinpuri, Opp. Kali Building,  Dakshinpuri New-Delhi.110062",13,110062,011-29051383,28.519866,77.24021,0,Dispensaries,Delhi,South,Hauz Khas,\N
37347,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
37443,MCW Basti Harphool Singh,"H. No. 5631, MCW Center","Near Madan Lal Halwai, Near Bara Tooti Chowk",Basti Harphool Singh,Sadar Bazar,110006,23559259,28.65568134,77.21095167,0,M&CW Center,Delhi,Central,Kotwali,\N
37456,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
37514,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
37685,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
37733,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
37760,Area-12,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
37873,DGD West Jyoti Nagar,,,,,,,0,0,0,Dispensaries,Delhi,Shahdara,Shahdara,\N
37907,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
38057,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
38134,MCW Sarojini Nagar NDMC,CWC,Complex,Near Post Office,Sarojini Nagar,110023,011-24672666,28.57514121,77.20046457,0,M&CW Center,Delhi,New Delhi,Chanakya Puri,\N
38171,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
38192,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
38261,MCW Sultanpuri C Block,"C-1/35, Janta quarter",,,Sultanpuri,110086,,28.7004,77.0762,0,M&CW Center,Delhi,North West,Rohini,\N
38288,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
38527,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
38583,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
38588,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
38726,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
38793,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
38849,Area-1 (070600304),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
38923,Area-7 (070607708),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
38935,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
39080,Area-8,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
39142,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
39180,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
39195,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
39200,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
39231,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
39311,DGD Nizampur,DGD Building,Village Nizampur,,NIZAMPUR RASHIDPUR VILLAGE,110081,25952916,28.71614,76.95903,0,Dispensaries,Delhi,North West,Kanjhawla,\N
39331,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
39380,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
39437,Area-7,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
39518,Area-11,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
39534,MH Karawal Nagar,,,Near Chest Clinic,", Karawal nagar Delhi",110094,22931216,28.724,77.2737,0,Maternity Home,Delhi,North-East,Karawal Nagar,\N
39618,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
39657,Area-5 (070607404),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
39744,Area-C (070607205),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
39784,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
39946,DGD Gulabi Bagh,Delhi Govt. Dispensary,Delhi Govt. flats Complex,Gulabi Bagh,Gulabi Bagh,110007,23654536,28.67478707,77.18971223,0,Dispensaries,Delhi,Central,Kotwali,\N
39981,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
39982,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
39995,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
40029,Area-10,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
40085,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
40127,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
40151,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
40156,Area-10,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
40171,Area-2 (070604301),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
40272,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
40332,Area-5,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
40395,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
40421,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
40438,Area-14,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
40598,Area-10,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
40599,Area-8,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
40605,Area-2 (070608002),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
40709,MCW Fatehpur Beri,"MCW Center  ,Village FatehpurBeri New Delhi-110074",,,79,110074,011-26653171,28.56012,77.21439,0,M&CW Center,Delhi,South,Mehrauli,\N
40810,MCW Satyawatipark,MCD Building,Satyawati Park,Near MCD primary School,,,27308107,28.6868,77.1848,0,M&CW Center,Delhi,North West,Saraswati Vihar,\N
40869,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
40898,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
40988,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
41074,Area-14,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
41142,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
41242,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
41252,Poly Clinic Paschim Vihar,"A-2 Block,",,Near Radha Krishna Mandir,Paschim Vihar,110063,25269261,28.67,77.09,0,Dispensaries,Delhi,West,Punjabi Bagh,\N
41350,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
41693,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
41774,IG ESI Hospital,"Road Number 71, Block D",Surajmal Vihar,,Jhilmil colony,110092,22151329,28.6665,77.3112,0,100-500 Bedded Hospital,Delhi,Shahdara,Vivek Vihar,\N
41779,DGD Khyala,DGD Khyala,A Block,Near SBI Bank,,110018,25983861,28.65,77.09,0,Dispensaries,Delhi,West,Patel Nagar,\N
41855,DGD Durgapuri,House No. B-43,Gali No. 2/2,West Natthu colony,Durgapuri,110093,22125400,28.687954,77.293216,0,Dispensaries,Delhi,Shahdara,Shahdara,\N
41891,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
41941,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
41958,Area-9,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
42186,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
42214,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
42248,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
42290,Area -2,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
42319,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
42348,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
42359,Area-7,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
42373,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
42379,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
42452,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
42462,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
42517,Area-7,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
42566,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
42618,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
42637,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
42693,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
42792,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
42797,ESI Basaidarapur Hospital,"ESI. Hospital,","Basai Darapur,","Ring Road,",,110015,25440741,28.66,77.14,0,District Hospital,Delhi,West,Patel Nagar,\N
42939,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
42960,SPUHC Tuglakabad Extn,"Master Colony,","Tuglakabad Village,Ward no-197,",,OKHLA INDUSTRIAL AREA PHASE I,110044,,28.51303304,77.26514904,0,Dispensaries,Delhi,South East,Kalkaji,\N
42974,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
43009,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
43055,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
43107,DGD Basant Goan,,,Niryat Bhawan opposite RR,Basant Gaon,110057,26151641,28.572934,77.15618424,0,Dispensaries,Delhi,New Delhi,Vasant Vihar,\N
43186,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
43206,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
43232,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
43259,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
43310,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
43335,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
43424,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
43649,Area-5 (070606203),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
43711,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
43877,Area-7,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
43904,DGD Jahangirpuri H Block,H Block  Jahangirpuri,Jahangirpuri,,Jahangirpuri,110033,27633689,28.7226,77.17,0,Dispensaries,Delhi,North,Model Town,\N
44223,Area-2 (070604202),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
44289,Area-4,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
44312,Area-1 (070607601),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
44406,Area-7,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
44487,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
44512,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
44600,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
44656,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
44676,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
44678,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
44710,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
44724,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
44759,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
44764,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
44774,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
44793,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
44795,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
44804,Area-6 (070602802),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
44860,Area - 6,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
44965,Area -4,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
44983,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
45067,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
